match_no,date,batting_team,striker,venue,runs,balls,fours,sixes,dismissed,sr
59,2026-05-15,LSG,Abdul Samad,Ekana Cricket Stadium,7,3,0,1,1,233.33
59,2026-05-15,LSG,Josh Inglis,Ekana Cricket Stadium,36,32,3,1,1,112.5
59,2026-05-15,LSG,Mitchell Marsh,Ekana Cricket Stadium,90,38,9,7,0,236.84
59,2026-05-15,LSG,Mukul Choudhary,Ekana Cricket Stadium,13,10,2,0,0,130.0
59,2026-05-15,LSG,Nicholas Pooran,Ekana Cricket Stadium,32,17,1,4,1,188.24
60,2026-05-16,GT,Jos Buttler,Eden Gardens,57,35,5,2,1,162.86
60,2026-05-16,GT,Nishant Sindhu,Eden Gardens,1,4,0,0,1,25.0
60,2026-05-16,GT,Rahul Tewatia,Eden Gardens,2,4,0,0,1,50.0
60,2026-05-16,GT,Sai Sudharsan,Eden Gardens,53,28,6,3,0,189.29
60,2026-05-16,GT,Shubman Gill,Eden Gardens,85,49,5,7,1,173.47
60,2026-05-16,KKR,Ajinkya Rahane,Eden Gardens,14,14,1,1,1,100.0
60,2026-05-16,KKR,Angkrish Raghuvanshi,Eden Gardens,82,44,4,7,0,186.36
60,2026-05-16,KKR,Cameron Green,Eden Gardens,52,28,3,4,0,185.71
60,2026-05-16,KKR,Finn Allen,Eden Gardens,93,35,4,10,1,265.71
61,2026-05-17,PBKS,Azmatullah Omarzai,HPCA Stadium,14,10,1,1,1,140.0
61,2026-05-17,PBKS,Cooper Connolly,HPCA Stadium,37,22,3,3,1,168.18
61,2026-05-17,PBKS,Harpreet Brar,HPCA Stadium,5,3,1,0,0,166.67
61,2026-05-17,PBKS,Marcus Stoinis,HPCA Stadium,37,25,5,0,1,148.0
61,2026-05-17,PBKS,Prabhsimran Singh,HPCA Stadium,2,5,0,0,1,40.0
61,2026-05-17,PBKS,Priyansh Arya,HPCA Stadium,0,3,0,0,1,0.0
61,2026-05-17,PBKS,Shashank Singh,HPCA Stadium,56,27,4,4,1,207.41
61,2026-05-17,PBKS,Shreyas Iyer,HPCA Stadium,1,3,0,0,1,33.33
61,2026-05-17,PBKS,Suryansh Shedge,HPCA Stadium,35,22,2,2,1,159.09
61,2026-05-17,RCB,Devdutt Padikkal,HPCA Stadium,45,25,4,3,1,180.0
61,2026-05-17,RCB,Jacob Bethell,HPCA Stadium,11,7,2,0,1,157.14
61,2026-05-17,RCB,Tim David,HPCA Stadium,28,12,2,2,1,233.33
61,2026-05-17,RCB,Venkatesh Iyer,HPCA Stadium,73,40,8,4,0,182.5
61,2026-05-17,RCB,Virat Kohli,HPCA Stadium,58,37,4,3,1,156.76
62,2026-05-17,DC,Abishek Porel,Arun Jaitley Stadium,51,31,7,1,1,164.52
62,2026-05-17,DC,Ashutosh Sharma,Arun Jaitley Stadium,18,5,1,2,0,360.0
62,2026-05-17,DC,Axar Patel,Arun Jaitley Stadium,34,18,2,2,0,188.89
62,2026-05-17,DC,David Miller,Arun Jaitley Stadium,9,6,0,1,1,150.0
62,2026-05-17,DC,Rahul,Arun Jaitley Stadium,56,42,1,3,1,133.33
62,2026-05-17,DC,Sahil Parakh,Arun Jaitley Stadium,9,8,1,0,1,112.5
62,2026-05-17,DC,Tristan Stubbs,Arun Jaitley Stadium,4,6,0,0,1,66.67
62,2026-05-17,RR,Adam Milne,Arun Jaitley Stadium,2,2,0,0,0,100.0
62,2026-05-17,RR,Dasun Shanaka,Arun Jaitley Stadium,10,8,0,1,1,125.0
62,2026-05-17,RR,Dhruv Jurel,Arun Jaitley Stadium,53,40,5,2,1,132.5
62,2026-05-17,RR,Donovan Ferreira,Arun Jaitley Stadium,0,1,0,0,1,0.0
62,2026-05-17,RR,Jofra Archer,Arun Jaitley Stadium,2,2,0,0,0,100.0
62,2026-05-17,RR,Ravi Singh,Arun Jaitley Stadium,4,2,1,0,1,200.0
62,2026-05-17,RR,Riyan Parag,Arun Jaitley Stadium,51,26,3,5,1,196.15
62,2026-05-17,RR,Shubham Dubey,Arun Jaitley Stadium,5,9,0,0,1,55.56
62,2026-05-17,RR,Vaibhav Sooryavanshi,Arun Jaitley Stadium,46,21,5,3,1,219.05
62,2026-05-17,RR,Yashasvi Jaiswal,Arun Jaitley Stadium,12,9,3,0,1,133.33
63,2026-05-18,CSK,Akeal Hosein,MA Chidambaram Stadium,3,1,0,0,0,300.0
63,2026-05-18,CSK,Dewald Brevis,MA Chidambaram Stadium,44,27,2,4,1,162.96
63,2026-05-18,CSK,Kartik Sharma,MA Chidambaram Stadium,32,19,3,2,1,168.42
63,2026-05-18,CSK,Prashant Veer,MA Chidambaram Stadium,11,9,2,0,1,122.22
63,2026-05-18,CSK,Ruturaj Gaikwad,MA Chidambaram Stadium,15,21,0,0,1,71.43
63,2026-05-18,CSK,Sanju Samson,MA Chidambaram Stadium,27,13,5,1,1,207.69
63,2026-05-18,CSK,Shivam Dube,MA Chidambaram Stadium,26,23,3,1,1,113.04
63,2026-05-18,CSK,Urvil Patel,MA Chidambaram Stadium,13,8,0,2,1,162.5
63,2026-05-18,SRH,Abhishek Sharma,MA Chidambaram Stadium,26,21,3,1,1,123.81
63,2026-05-18,SRH,Heinrich Klaasen,MA Chidambaram Stadium,47,26,6,2,1,180.77
63,2026-05-18,SRH,Ishan Kishan,MA Chidambaram Stadium,71,47,7,3,1,151.06
63,2026-05-18,SRH,Nitish Reddy,MA Chidambaram Stadium,11,7,1,0,1,157.14
63,2026-05-18,SRH,Salil Arora,MA Chidambaram Stadium,10,5,0,1,0,200.0
63,2026-05-18,SRH,Smaran Ravichandran,MA Chidambaram Stadium,5,2,1,0,0,250.0
63,2026-05-18,SRH,Travis Head,MA Chidambaram Stadium,6,6,1,0,1,100.0
64,2026-05-19,LSG,Ayush Badoni,Sawai Mansingh Stadium,0,1,0,0,1,0.0
64,2026-05-19,LSG,Josh Inglis,Sawai Mansingh Stadium,60,29,7,3,1,206.9
64,2026-05-19,LSG,Mitchell Marsh,Sawai Mansingh Stadium,96,57,11,5,1,168.42
64,2026-05-19,LSG,Nicholas Pooran,Sawai Mansingh Stadium,16,11,0,2,1,145.45
64,2026-05-19,LSG,Rishabh Pant,Sawai Mansingh Stadium,35,23,2,2,0,152.17
64,2026-05-19,RR,Dhruv Jurel,Sawai Mansingh Stadium,53,38,3,3,1,139.47
64,2026-05-19,RR,Donovan Ferreira,Sawai Mansingh Stadium,16,10,1,1,0,160.0
64,2026-05-19,RR,Lhuan-dre Pretorius,Sawai Mansingh Stadium,7,6,0,0,0,116.67
64,2026-05-19,RR,Vaibhav Sooryavanshi,Sawai Mansingh Stadium,93,38,7,10,1,244.74
64,2026-05-19,RR,Yashasvi Jaiswal,Sawai Mansingh Stadium,43,23,8,1,1,186.96
65,2026-05-20,KKR,Ajinkya Rahane,Eden Gardens,21,17,4,0,1,123.53
65,2026-05-20,KKR,Anukul Roy,Eden Gardens,4,4,0,0,0,100.0
65,2026-05-20,KKR,Cameron Green,Eden Gardens,4,8,0,0,1,50.0
65,2026-05-20,KKR,Finn Allen,Eden Gardens,8,5,2,0,1,160.0
65,2026-05-20,KKR,Manish Pandey,Eden Gardens,45,33,6,0,1,136.36
65,2026-05-20,KKR,Rinku Singh,Eden Gardens,9,5,2,0,0,180.0
65,2026-05-20,KKR,Rovman Powell,Eden Gardens,40,30,4,2,1,133.33
65,2026-05-20,KKR,Tejasvi Dahiya,Eden Gardens,11,12,2,0,1,91.67
65,2026-05-20,MI,Corbin Bosch,Eden Gardens,32,18,3,2,0,177.78
65,2026-05-20,MI,Deepak Chahar,Eden Gardens,10,7,2,0,1,142.86
65,2026-05-20,MI,Hardik Pandya,Eden Gardens,26,27,2,1,1,96.3
65,2026-05-20,MI,Naman Dhir,Eden Gardens,0,3,0,0,1,0.0
65,2026-05-20,MI,Rohit Sharma,Eden Gardens,15,13,0,2,1,115.38
65,2026-05-20,MI,Ryan Rickelton,Eden Gardens,6,7,1,0,1,85.71
65,2026-05-20,MI,Suryakumar Yadav,Eden Gardens,15,6,2,1,1,250.0
65,2026-05-20,MI,Tilak Varma,Eden Gardens,20,32,0,1,1,62.5
65,2026-05-20,MI,Will Jacks,Eden Gardens,14,7,1,1,1,200.0
66,2026-05-21,CSK,Anshul Kamboj,Narendra Modi Stadium,19,8,1,2,1,237.5
66,2026-05-21,CSK,Dewald Brevis,Narendra Modi Stadium,8,10,0,0,1,80.0
66,2026-05-21,CSK,Kartik Sharma,Narendra Modi Stadium,19,15,3,0,1,126.67
66,2026-05-21,CSK,Matthew Short,Narendra Modi Stadium,24,14,3,1,1,171.43
66,2026-05-21,CSK,Mukesh Choudhary,Narendra Modi Stadium,2,2,0,0,0,100.0
66,2026-05-21,CSK,Noor Ahmad,Narendra Modi Stadium,1,5,0,0,1,20.0
66,2026-05-21,CSK,Ruturaj Gaikwad,Narendra Modi Stadium,16,7,1,2,1,228.57
66,2026-05-21,CSK,Sanju Samson,Narendra Modi Stadium,0,1,0,0,1,0.0
66,2026-05-21,CSK,Shivam Dube,Narendra Modi Stadium,47,17,4,4,1,276.47
66,2026-05-21,CSK,Spencer Johnson,Narendra Modi Stadium,0,1,0,0,1,0.0
66,2026-05-21,CSK,Urvil Patel,Narendra Modi Stadium,0,2,0,0,1,0.0
66,2026-05-21,GT,Jos Buttler,Narendra Modi Stadium,57,27,5,4,0,211.11
66,2026-05-21,GT,Rahul Tewatia,Narendra Modi Stadium,0,1,0,0,1,0.0
66,2026-05-21,GT,Sai Sudharsan,Narendra Modi Stadium,84,53,7,4,1,158.49
66,2026-05-21,GT,Shubman Gill,Narendra Modi Stadium,64,37,7,3,1,172.97
66,2026-05-21,GT,Washington Sundar,Narendra Modi Stadium,7,3,0,1,1,233.33
67,2026-05-22,RCB,Devdutt Padikkal,Rajiv Gandhi International Stadium,21,14,2,1,1,150.0
67,2026-05-22,RCB,Krunal Pandya,Rajiv Gandhi International Stadium,41,31,5,0,0,132.26
67,2026-05-22,RCB,Rajat Patidar,Rajiv Gandhi International Stadium,56,39,6,1,1,143.59
67,2026-05-22,RCB,Tim David,Rajiv Gandhi International Stadium,15,7,1,1,0,214.29
67,2026-05-22,RCB,Venkatesh Iyer,Rajiv Gandhi International Stadium,44,19,4,4,1,231.58
67,2026-05-22,RCB,Virat Kohli,Rajiv Gandhi International Stadium,15,11,2,0,1,136.36
67,2026-05-22,SRH,Abhishek Sharma,Rajiv Gandhi International Stadium,56,22,4,5,1,254.55
67,2026-05-22,SRH,Heinrich Klaasen,Rajiv Gandhi International Stadium,51,24,2,5,1,212.5
67,2026-05-22,SRH,Ishan Kishan,Rajiv Gandhi International Stadium,79,46,8,3,1,171.74
67,2026-05-22,SRH,Nitish Reddy,Rajiv Gandhi International Stadium,29,12,1,3,0,241.67
67,2026-05-22,SRH,Travis Head,Rajiv Gandhi International Stadium,26,16,5,0,1,162.5
68,2026-05-23,LSG,Abdul Samad,Ekana Cricket Stadium,37,20,3,3,0,185.0
68,2026-05-23,LSG,Arjun Tendulkar,Ekana Cricket Stadium,5,5,0,0,0,100.0
68,2026-05-23,LSG,Arshin Kulkarni,Ekana Cricket Stadium,0,1,0,0,1,0.0
68,2026-05-23,LSG,Ayush Badoni,Ekana Cricket Stadium,43,18,5,3,1,238.89
68,2026-05-23,LSG,Josh Inglis,Ekana Cricket Stadium,72,44,9,2,1,163.64
68,2026-05-23,LSG,Mukul Choudhary,Ekana Cricket Stadium,1,3,0,0,1,33.33
68,2026-05-23,LSG,Nicholas Pooran,Ekana Cricket Stadium,2,7,0,0,1,28.57
68,2026-05-23,LSG,Rishabh Pant,Ekana Cricket Stadium,26,22,3,0,1,118.18
68,2026-05-23,PBKS,Cooper Connolly,Ekana Cricket Stadium,18,10,4,0,1,180.0
68,2026-05-23,PBKS,Prabhsimran Singh,Ekana Cricket Stadium,69,39,7,2,1,176.92
68,2026-05-23,PBKS,Priyansh Arya,Ekana Cricket Stadium,0,1,0,0,1,0.0
68,2026-05-23,PBKS,Shreyas Iyer,Ekana Cricket Stadium,101,50,11,5,0,202.0
68,2026-05-23,PBKS,Suryansh Shedge,Ekana Cricket Stadium,9,7,1,0,0,128.57
69,2026-05-24,MI,AM Ghazanfar,Wankhede Stadium,2,3,0,0,0,66.67
69,2026-05-24,MI,Corbin Bosch,Wankhede Stadium,2,4,0,0,1,50.0
69,2026-05-24,MI,Deepak Chahar,Wankhede Stadium,8,5,0,1,1,160.0
69,2026-05-24,MI,Hardik Pandya,Wankhede Stadium,34,15,3,2,1,226.67
69,2026-05-24,MI,Naman Dhir,Wankhede Stadium,6,5,1,0,1,120.0
69,2026-05-24,MI,Rohit Sharma,Wankhede Stadium,0,4,0,0,1,0.0
69,2026-05-24,MI,Ryan Rickelton,Wankhede Stadium,12,7,1,1,1,171.43
69,2026-05-24,MI,Shardul Thakur,Wankhede Stadium,10,11,1,0,0,90.91
69,2026-05-24,MI,Suryakumar Yadav,Wankhede Stadium,60,42,3,4,1,142.86
69,2026-05-24,MI,Tilak Varma,Wankhede Stadium,3,7,0,0,1,42.86
69,2026-05-24,MI,Will Jacks,Wankhede Stadium,33,18,3,2,1,183.33
69,2026-05-24,RR,Dasun Shanaka,Wankhede Stadium,29,15,0,3,0,193.33
69,2026-05-24,RR,Dhruv Jurel,Wankhede Stadium,38,26,3,2,1,146.15
69,2026-05-24,RR,Donovan Ferreira,Wankhede Stadium,18,15,0,2,1,120.0
69,2026-05-24,RR,Jofra Archer,Wankhede Stadium,32,15,1,3,1,213.33
69,2026-05-24,RR,Nandre Burger,Wankhede Stadium,10,3,0,1,0,333.33
69,2026-05-24,RR,Ravindra Jadeja,Wankhede Stadium,19,11,3,0,0,172.73
69,2026-05-24,RR,Riyan Parag,Wankhede Stadium,14,8,2,1,1,175.0
69,2026-05-24,RR,Shubham Dubey,Wankhede Stadium,5,6,0,0,1,83.33
69,2026-05-24,RR,Vaibhav Sooryavanshi,Wankhede Stadium,4,6,0,0,1,66.67
69,2026-05-24,RR,Yashasvi Jaiswal,Wankhede Stadium,27,17,1,3,1,158.82
70,2026-05-24,DC,Abishek Porel,Eden Gardens,22,18,4,0,1,122.22
70,2026-05-24,DC,Ashutosh Sharma,Eden Gardens,18,11,2,1,0,163.64
70,2026-05-24,DC,Axar Patel,Eden Gardens,39,25,3,2,1,156.0
70,2026-05-24,DC,David Miller,Eden Gardens,28,19,0,3,1,147.37
70,2026-05-24,DC,Rahul,Eden Gardens,60,30,5,4,1,200.0
70,2026-05-24,DC,Sahil Parakh,Eden Gardens,24,17,3,1,1,141.18
70,2026-05-24,DC,Tristan Stubbs,Eden Gardens,0,1,0,0,0,0.0
70,2026-05-24,KKR,Ajinkya Rahane,Eden Gardens,63,39,4,4,1,161.54
70,2026-05-24,KKR,Anukul Roy,Eden Gardens,9,8,1,0,1,112.5
70,2026-05-24,KKR,Cameron Green,Eden Gardens,2,3,0,0,1,66.67
70,2026-05-24,KKR,Finn Allen,Eden Gardens,20,13,3,1,1,153.85
70,2026-05-24,KKR,Kartik Tyagi,Eden Gardens,0,1,0,0,1,0.0
70,2026-05-24,KKR,Manish Pandey,Eden Gardens,25,16,2,2,1,156.25
70,2026-05-24,KKR,Rinku Singh,Eden Gardens,0,1,0,0,1,0.0
70,2026-05-24,KKR,Rovman Powell,Eden Gardens,29,21,3,1,0,138.1
70,2026-05-24,KKR,Saurabh Dubey,Eden Gardens,4,2,1,0,0,200.0
70,2026-05-24,KKR,Tejasvi Dahiya,Eden Gardens,1,3,0,0,1,33.33
70,2026-05-24,KKR,Varun Chakaravarthy,Eden Gardens,5,5,1,0,1,100.0
71,2026-05-26,GT,Jason Holder,HPCA Stadium,0,3,0,0,1,0.0
71,2026-05-26,GT,Jos Buttler,HPCA Stadium,29,11,4,2,1,263.64
71,2026-05-26,GT,Kagiso Rabada,HPCA Stadium,9,5,2,0,1,180.0
71,2026-05-26,GT,Mohammed Siraj,HPCA Stadium,5,13,1,0,1,38.46
71,2026-05-26,GT,Nishant Sindhu,HPCA Stadium,5,3,1,0,1,166.67
71,2026-05-26,GT,Prasidh Krishna,HPCA Stadium,6,7,1,0,0,85.71
71,2026-05-26,GT,Rahul Tewatia,HPCA Stadium,68,43,8,4,1,158.14
71,2026-05-26,GT,Rashid Khan,HPCA Stadium,8,9,0,1,1,88.89
71,2026-05-26,GT,Sai Sudharsan,HPCA Stadium,14,10,3,0,1,140.0
71,2026-05-26,GT,Shubman Gill,HPCA Stadium,2,7,0,0,1,28.57
71,2026-05-26,GT,Washington Sundar,HPCA Stadium,8,8,1,0,1,100.0
71,2026-05-26,RCB,Devdutt Padikkal,HPCA Stadium,30,19,5,0,1,157.89
71,2026-05-26,RCB,Jitesh Sharma,HPCA Stadium,15,5,1,1,0,300.0
71,2026-05-26,RCB,Krunal Pandya,HPCA Stadium,43,28,5,2,1,153.57
71,2026-05-26,RCB,Rajat Patidar,HPCA Stadium,93,33,5,9,0,281.82
71,2026-05-26,RCB,Tim David,HPCA Stadium,4,5,0,0,1,80.0
71,2026-05-26,RCB,Venkatesh Iyer,HPCA Stadium,19,7,3,1,1,271.43
71,2026-05-26,RCB,Virat Kohli,HPCA Stadium,43,25,5,1,1,172.0
72,2026-05-27,RR,Dasun Shanaka,New PCA Cricket Stadium,5,3,1,0,1,166.67
72,2026-05-27,RR,Dhruv Jurel,New PCA Cricket Stadium,50,21,5,3,1,238.1
72,2026-05-27,RR,Donovan Ferreira,New PCA Cricket Stadium,12,9,1,0,1,133.33
72,2026-05-27,RR,Jofra Archer,New PCA Cricket Stadium,4,5,1,0,1,80.0
72,2026-05-27,RR,Nandre Burger,New PCA Cricket Stadium,1,1,0,0,1,100.0
72,2026-05-27,RR,Ravindra Jadeja,New PCA Cricket Stadium,12,9,1,0,0,133.33
72,2026-05-27,RR,Riyan Parag,New PCA Cricket Stadium,26,12,2,2,1,216.67
72,2026-05-27,RR,Sushant Mishra,New PCA Cricket Stadium,1,3,0,0,0,33.33
72,2026-05-27,RR,Vaibhav Sooryavanshi,New PCA Cricket Stadium,97,29,5,12,1,334.48
72,2026-05-27,RR,Yashasvi Jaiswal,New PCA Cricket Stadium,29,29,4,0,1,100.0
72,2026-05-27,SRH,Abhishek Sharma,New PCA Cricket Stadium,0,2,0,0,1,0.0
72,2026-05-27,SRH,Eshan Malinga,New PCA Cricket Stadium,5,8,0,0,1,62.5
72,2026-05-27,SRH,Heinrich Klaasen,New PCA Cricket Stadium,18,10,2,1,1,180.0
72,2026-05-27,SRH,Ishan Kishan,New PCA Cricket Stadium,33,11,3,3,1,300.0
72,2026-05-27,SRH,Nitish Reddy,New PCA Cricket Stadium,38,20,3,2,1,190.0
72,2026-05-27,SRH,Pat Cummins,New PCA Cricket Stadium,1,2,0,0,1,50.0
72,2026-05-27,SRH,Sakib Hussain,New PCA Cricket Stadium,5,7,1,0,0,71.43
72,2026-05-27,SRH,Salil Arora,New PCA Cricket Stadium,35,21,2,2,1,166.67
72,2026-05-27,SRH,Shivang Kumar,New PCA Cricket Stadium,27,24,3,0,1,112.5
72,2026-05-27,SRH,Smaran Ravichandran,New PCA Cricket Stadium,1,4,0,0,1,25.0
72,2026-05-27,SRH,Travis Head,New PCA Cricket Stadium,17,8,2,1,1,212.5
73,2026-05-29,GT,Jos Buttler,New PCA Cricket Stadium,9,9,0,0,0,100.0
73,2026-05-29,GT,Rahul Tewatia,New PCA Cricket Stadium,17,9,2,1,0,188.89
73,2026-05-29,GT,Sai Sudharsan,New PCA Cricket Stadium,58,32,8,1,1,181.25
73,2026-05-29,GT,Shubman Gill,New PCA Cricket Stadium,104,53,15,3,1,196.23
73,2026-05-29,GT,Washington Sundar,New PCA Cricket Stadium,16,9,2,1,1,177.78
73,2026-05-29,RR,Dasun Shanaka,New PCA Cricket Stadium,3,9,0,0,1,33.33
73,2026-05-29,RR,Dhruv Jurel,New PCA Cricket Stadium,7,6,1,0,1,116.67
73,2026-05-29,RR,Donovan Ferreira,New PCA Cricket Stadium,38,11,2,4,0,345.45
73,2026-05-29,RR,Jofra Archer,New PCA Cricket Stadium,7,4,0,1,1,175.0
73,2026-05-29,RR,Ravindra Jadeja,New PCA Cricket Stadium,45,35,5,1,0,128.57
73,2026-05-29,RR,Riyan Parag,New PCA Cricket Stadium,11,6,1,1,1,183.33
73,2026-05-29,RR,Vaibhav Sooryavanshi,New PCA Cricket Stadium,96,47,8,7,1,204.26
73,2026-05-29,RR,Yashasvi Jaiswal,New PCA Cricket Stadium,1,2,0,0,1,50.0
74,2026-05-31,GT,Arshad Khan,Narendra Modi Stadium,15,6,0,2,1,250.0
74,2026-05-31,GT,Jason Holder,Narendra Modi Stadium,7,5,1,0,1,140.0
74,2026-05-31,GT,Jos Buttler,Narendra Modi Stadium,19,23,1,0,1,82.61
74,2026-05-31,GT,Kagiso Rabada,Narendra Modi Stadium,3,3,0,0,0,100.0
74,2026-05-31,GT,Nishant Sindhu,Narendra Modi Stadium,20,18,3,0,1,111.11
74,2026-05-31,GT,Rahul Tewatia,Narendra Modi Stadium,7,5,1,0,1,140.0
74,2026-05-31,GT,Rashid Khan,Narendra Modi Stadium,7,3,0,1,1,233.33
74,2026-05-31,GT,Sai Sudharsan,Narendra Modi Stadium,12,12,2,0,1,100.0
74,2026-05-31,GT,Shubman Gill,Narendra Modi Stadium,10,8,2,0,1,125.0
74,2026-05-31,GT,Washington Sundar,Narendra Modi Stadium,50,37,5,0,0,135.14
74,2026-05-31,RCB,Devdutt Padikkal,Narendra Modi Stadium,1,4,0,0,1,25.0
74,2026-05-31,RCB,Jitesh Sharma,Narendra Modi Stadium,11,14,1,0,0,78.57
74,2026-05-31,RCB,Krunal Pandya,Narendra Modi Stadium,1,2,0,0,1,50.0
74,2026-05-31,RCB,Rajat Patidar,Narendra Modi Stadium,15,13,1,1,1,115.38
74,2026-05-31,RCB,Tim David,Narendra Modi Stadium,24,17,3,1,1,141.18
74,2026-05-31,RCB,Venkatesh Iyer,Narendra Modi Stadium,32,16,4,2,1,200.0
74,2026-05-31,RCB,Virat Kohli,Narendra Modi Stadium,75,42,9,3,0,178.57
